PID,Sale_Price
910251050,84671.64309444258
907202220,129642.0341567066
534430090,134879.452813621
535126100,133647.5857693793
528445070,238958.73592240838
908103350,134681.03176307125
533127080,305684.5787250414
531385060,193664.7856619857
533213030,268194.50773279316
528118010,326260.7731958447
534276180,125970.45936588201
904351200,113806.81080286788
527182190,217690.15076752927
902301130,121606.03960873364
902456015,64535.35242420591
907130060,177776.41318847428
534201250,165964.31215716666
535327230,124668.03375565638
534400290,176253.7405537858
905100020,129106.99994411982
907254050,205583.80922111022
907202160,150651.8623067797
911103060,100182.03796748312
909101190,118024.85856821047
905377050,84744.39668778518
905103180,134912.92545021273
533215020,269021.6522639325
923202137,107939.52548181529
916176125,324571.8867938406
528480020,218598.02170856937
907227090,126014.29733762445
528482030,255777.82748283894
527451400,93151.5172265589
905103060,165767.23338114293
527405130,111586.03148339441
906203120,274382.16874300403
528321010,348125.66983808065
908152280,162384.46355094598
528344020,317039.5505840723
531450030,190926.46886244434
906378170,227076.42856004354
527402090,132630.68937484443
923275010,159403.46375481447
535451250,146274.46661027413
907202050,165149.69163702897
902326060,143806.95360826
528228455,180219.47525530556
903204030,120180.0256274056
902207140,107803.24216691966
907253130,322746.76566666324
923225440,91181.13188811576
528431080,211288.33868901528
528480130,208622.11622025204
903234220,134641.7828700357
527107030,176276.784585672
902108060,110555.85388809006
907200130,122521.34165417017
534427140,155231.16880704416
528441090,453324.6356029367
528290030,167826.9698886597
535180100,136600.54202197026
534402140,155490.7346659305
902207110,78667.440578971
526355170,287191.0177795959
908276140,100965.61473453979
906380200,195010.02811722236
906380220,223131.8820472191
527302175,175848.09798747397
907262020,196368.81896390257
902405120,115407.10329560896
535126180,173217.20873503733
528346050,298271.2143459157
923426010,129960.9806233218
528180120,326903.4085814599
535150240,110176.98128360913
535152130,128133.33283967205
535457020,155522.94723905897
528275070,230316.2155439588
907420110,172525.550533878
907202140,142093.51550001878
909275250,145649.36913852708
903427120,140088.02310521316
535350030,148102.03059611778
907201160,150876.01784341896
909276160,344805.3265749352
533221110,182719.27103771668
528120010,274741.13719859725
909455040,174747.17891687294
528106060,324286.84608422033
923202005,190424.54381719316
534252240,164524.465933854
534276190,111842.39244316443
526302110,111341.18035823511
535376100,104066.88430308951
905477050,129172.70953574136
528181060,224583.69239686785
533253030,197621.4585835751
914476050,137865.78314630338
535105100,180696.85998365295
528186120,300023.1805723966
923276250,180028.93713679738
911104060,70492.96285047849
533254100,186876.22475826836
535403030,128652.15418603877
527405180,122328.08460342766
905427140,181159.3338063354
904100030,115832.75033519407
532353130,135372.99514469583
528118030,405377.3002674837
533213010,223968.5043971011
916475100,306332.2658449575
534401190,145253.00953217896
924151040,284720.6070598393
535154080,155972.72035294055
527107040,168851.04502810046
528235090,215316.67208775965
902136110,94887.77546241054
527354100,197711.85800331697
528429130,281717.98957553064
527364030,238524.5362030323
907253110,226665.7759162322
528174020,200455.67596236287
531363020,137666.7560592979
907200290,152021.37004510986
907414030,194216.2721819494
905300010,136185.87814378436
535455080,119690.8341898836
533251130,198382.72161183367
909250220,139083.33931046913
528228430,199960.67080188784
528490070,207146.78645636575
532351150,127635.4500268803
527301280,153661.6916037989
907203090,119162.16452606894
535457010,149052.3588625005
528166150,333867.7112611691
905226050,154937.46937922275
534175140,140616.82797382853
528221100,170357.47581140578
909176140,155417.41563201902
527164120,202615.07052604805
531375110,158711.20308354707
535383110,100378.17437004113
535451110,140156.69867271412
903454010,130066.83336163183
910200060,139190.26112504155
528431060,254522.4030742973
909250080,120829.60345842667
527425025,118594.05368444891
528106050,475061.71214135294
916477060,282546.180076063
527276150,104892.59496149373
905452040,144534.6857859289
907285040,253464.4940518896
533234020,215272.33342552598
535354100,135872.28589881625
923201020,136940.34287790675
527451060,100829.49788531885
531452180,209172.8936646303
528228325,201847.09893324177
902329030,175534.9675364348
908102020,115491.43016013248
903204010,125727.17904642329
908102170,153453.84497538887
527454120,134072.79066580188
535478040,129850.1185636963
906340130,344964.0865327806
527455240,114378.48862851119
923275140,112973.52884047934
527354040,218901.0824534307
907410110,224404.8927794852
535352080,109597.49447459375
528322020,343049.502675379
533135020,234464.8132528628
528172060,249712.90969676184
533238045,277847.88307151577
906201021,161218.13045207178
916403020,183073.6122779382
527210050,387927.8133734687
903232170,74079.86788113906
528477020,254167.27161542594
528114050,351182.07627574453
905103030,152693.87008065873
535451050,113227.53970282245
535378080,123704.03772079368
903233100,127954.81252256045
534451150,94767.1720016218
533244040,323971.26566684997
532376070,124572.97380960427
907275150,291674.3897653737
528228450,195453.26349941356
527403310,151029.839227128
534250300,184019.68236653562
905475150,130408.45636323986
527226020,145010.44384021373
528290190,166358.878747585
906394020,209456.99071051314
903400220,158799.88439305368
535175030,156141.42199982252
906385010,182051.94980459003
907405130,194709.46407194674
908152260,150330.4189436224
534427090,117560.61332383772
906380030,244056.9028243782
905475500,77316.93012627645
902405070,186093.73638596066
531376070,170755.02826926127
534278170,145267.84596170057
903201080,171286.5835278199
534202030,142545.31892506353
904100140,221394.68183743843
909426080,185088.04730205546
909177100,121371.1258788148
527402240,174133.43316181024
533236060,198632.47195890275
907414080,185783.02383972803
905104180,141431.3392239346
527302020,197540.55064324112
534278190,116715.48088593392
531452140,159433.08560585039
916125425,277055.441655746
908275200,103029.2396882802
527455250,124481.21587481872
528477030,235150.74641635313
528172030,305591.65268438275
535476350,196779.08962319876
528188090,168895.06302018563
902305110,134863.15651938037
902109010,103034.11105358908
903231190,115219.78703811602
902201090,133217.05752725684
534176140,162836.88204023402
535179020,184053.83446824484
528228435,199302.93351428202
531375140,157468.97010350067
903484110,124162.52183685135
534278070,158361.68923283843
907200250,150505.5309523614
526353050,241186.19398508174
528427100,260787.97021559827
923228210,81119.81444740728
534152070,197530.75066268712
528365060,318596.3565222632
535450210,133438.24609032582
916326040,160466.91140346104
534151120,259288.15817129094
528348010,225807.09232350887
