PID,Sale_Price
527403040,143086.42880735503
903454090,136603.78183523702
528253010,220492.08261302413
527183060,203165.74580704587
907135180,132022.199677392
906380110,238530.6377631076
907192020,192968.75224593497
902402150,105781.30566493931
909276170,170283.89017131738
906412010,351827.8144556411
905452140,141262.11705099762
531376030,191090.08392931853
534277070,119301.79086455707
910202060,105971.05635344707
906226080,149622.60067625888
903231090,132687.50105070067
527359010,173062.7025488218
923228370,85567.82264595234
906402060,238437.0117987168
903426010,138296.61860928274
905200350,153833.37031266195
535353130,118651.51417098966
907285040,255150.13143461585
923252080,122539.57865405265
909250160,102401.67970404272
907135230,150055.34660166453
907131120,201813.06743620418
532476050,257159.81809986138
905104110,139351.32746301833
528104080,383117.8246459672
528181070,222281.31272735953
907285020,230409.3480181072
534129370,164743.66185888372
907401080,217795.59382094373
528348030,269651.19945726165
905475500,87168.79422276898
903453080,182365.5903015813
903232090,139392.34251032598
531363080,139508.1558068574
528174030,200964.91526246516
534129380,145506.47691516415
528431020,253843.02607303282
532376040,127928.35465953995
903201020,127527.26847603409
905105170,128358.80309593465
533210010,165725.48163608258
902201130,111203.92519284166
532378220,127155.63220792904
902405120,119518.32837720352
907414060,195508.29974689186
528222020,175386.06818813732
923203190,171649.2916253852
903233080,151708.71608599674
531450120,194635.9327213334
907181090,203376.9181168495
528166150,319611.4334952786
905480160,121059.89575749403
534475170,175599.10843451583
914478045,147744.74661903322
531371070,195247.8503834876
527165170,180028.88305200584
905202230,179584.51568467298
909425180,198696.93784831645
528315110,320542.9603586109
907192130,226137.73939259542
526355190,246728.4880629382
909176080,137378.22028507994
535353180,181521.01121932289
535300040,133581.476743454
905200160,116622.41834563452
528458060,213176.66293845317
907254050,200297.50817989898
527163040,174545.123213398
531452260,185355.33284144802
528222040,190546.31964835696
923225360,98886.74820170914
535457040,128884.70484472699
904100170,134547.16942921223
528218060,172616.7267614001
908188150,148233.9803619859
534252110,140747.97684052686
909281030,131114.7939068546
527354050,178748.14310936365
909275020,155584.6086587743
907414070,185241.7097967715
924151040,253551.78323913238
903452025,101036.55917649824
528280130,190727.1203720536
528181030,194556.11691544487
533221030,176922.62278107088
533208070,165132.46188011084
902207120,103308.26137404976
533205110,217126.2207549686
533212110,150832.61199061014
923276250,165220.69444465608
527183030,200889.4656849519
906402200,262491.3400596246
527106140,187510.94772705325
535383070,115426.96330937804
528174040,197523.76531505233
903481130,92410.21791371192
528106010,300304.88801936706
533223100,154313.2924009136
528188090,170406.54543960604
526353030,223535.72986329367
911103060,121322.10690996848
533251120,166145.57891394207
533254100,190191.94420719935
909426090,155929.26721892427
904352190,138397.1027039339
910226040,144710.4743954956
908130020,125169.6438884325
528458130,284559.33620705456
907251100,250456.50779594245
528429050,244126.65054908066
531450030,195079.2534621187
535152070,144586.10863406098
535402010,165027.11009055408
533212020,155293.03761793874
528102100,291440.05731652427
532376070,129626.59867781475
902305090,107507.95245312435
909425085,221050.40846089588
534177180,219832.63094456596
526351100,165708.0868866019
528150090,356521.3528923529
528348010,265104.4845773734
903430060,124718.85551656985
534402060,151347.026966621
533206060,188207.852405716
907285010,225611.1431080675
