Store,Dept,Date,IsHoliday,Weekly_Pred
1,1,2012-07-06,False,17123.314677309987
1,1,2012-07-13,False,17168.79440137387
1,1,2012-07-20,False,16162.752429589142
1,1,2012-07-27,False,16615.138680322634
1,1,2012-08-03,False,17120.288982830825
1,1,2012-08-10,False,16464.714665134994
1,1,2012-08-17,False,16355.98394408423
1,1,2012-08-24,False,15885.370304447599
1,1,2012-08-31,False,18186.34260827063
1,2,2012-07-06,False,46361.72978787341
1,2,2012-07-13,False,47921.19000900241
1,2,2012-07-20,False,47528.77661517229
1,2,2012-07-27,False,46893.77946131652
1,2,2012-08-03,False,50978.57631887996
1,2,2012-08-10,False,48838.31714419713
1,2,2012-08-17,False,49824.747960628156
1,2,2012-08-24,False,49212.06985965759
1,2,2012-08-31,False,50764.82546637732
1,3,2012-07-06,False,9784.356265077975
1,3,2012-07-13,False,14810.319997402132
1,3,2012-07-20,False,17786.7839246895
1,3,2012-07-27,False,20336.78980860065
1,3,2012-08-03,False,26209.713925620206
1,3,2012-08-10,False,31074.519799040252
1,3,2012-08-17,False,43909.6465664887
1,3,2012-08-24,False,48923.50729065713
1,3,2012-08-31,False,21318.022946694942
1,4,2012-07-06,False,40645.68351624462
1,4,2012-07-13,False,37612.92304008553
1,4,2012-07-20,False,37437.5619516563
1,4,2012-07-27,False,37638.293203710535
1,4,2012-08-03,False,42037.889773728544
1,4,2012-08-10,False,39629.65349147011
1,4,2012-08-17,False,41667.40509185021
1,4,2012-08-24,False,38329.22495934499
1,4,2012-08-31,False,40458.348372260174
1,5,2012-07-06,False,19123.41989908302
1,5,2012-07-13,False,18352.652111252726
1,5,2012-07-20,False,18596.375623237374
1,5,2012-07-27,False,18068.87491498094
1,5,2012-08-03,False,19815.652989783295
1,5,2012-08-10,False,18813.432770109226
1,5,2012-08-17,False,17988.545423980402
1,5,2012-08-24,False,16436.035503223997
1,5,2012-08-31,False,17501.525634696103
1,6,2012-07-06,False,4100.118730976308
1,6,2012-07-13,False,2993.9893561287054
1,6,2012-07-20,False,3316.9708391962085
1,6,2012-07-27,False,3139.8437013172947
