PID,Sale_Price
908276150,76013.0652550452
903451090,145897.87495518805
527110080,172903.2633086503
535457010,144326.94333855988
903484020,132682.0651467857
905479110,115368.11641255184
527452310,129797.60298319683
528228445,195330.10273936755
923225370,107370.88090906634
528344040,298691.8511586461
532377050,144142.32430869856
535176050,143382.8062783104
906340100,337770.29236602003
533212050,162809.1179835095
909428180,199640.50844420295
535379110,125631.73308431952
534250400,190622.74182436345
527450520,110383.3217870109
527452150,131927.46796627925
903225040,133115.5534466433
911370410,296045.63945107895
905226080,164437.29766392105
914467050,208135.1272092735
908152260,153187.53709732226
534451170,83964.80093218664
923228310,83070.82457277726
910201180,151364.63737228696
534476100,133814.457257034
923225080,123369.93149894042
906223210,233678.5090489089
905480150,90864.28046238085
903452090,112286.06286509153
527208010,355072.4382978015
906426090,171727.26357914583
903231090,139415.63728793475
535152280,147088.2357512072
528458180,220742.5242845506
532354060,125118.0203408919
909279040,108738.0928351949
527353060,253836.97683180193
916176030,149064.0735200691
533110130,257953.31823105537
911370450,275224.96672981407
528118110,315806.91354969254
528228270,198900.52986237264
905480240,96605.98599244794
914460020,200642.63864677254
534428060,138714.5920163847
534252240,162178.99133846076
908102050,110951.9121129911
914475030,181351.74989690803
533221040,173406.23308489137
535451170,90996.21218919447
905451340,83581.37448977663
528118040,406072.6570068074
903200080,202259.0150909558
527162110,194327.5617466198
535381040,163141.55477368462
528174020,203440.56783558783
534400290,171605.53827408038
903206070,137155.08046535088
533252130,212147.80313434973
906382030,229857.2647002474
535327200,131631.8960130388
535455080,116326.02724757008
527354160,179904.57954404555
902207120,95162.28074976677
909282060,206929.6845574824
902109140,127998.59638361837
902206270,129046.62380866261
533250050,235353.96033657025
909452050,223013.70409645763
527212060,364232.27272462705
906394060,190982.26976395556
534401120,160626.56974045414
528435010,226620.90263476546
528315080,272912.33379806386
909275030,153794.55251174845
528102010,367553.83179184597
907200290,149036.97645298042
902300260,121624.46140079098
528150110,376823.239304943
535450100,132125.5892928387
907285010,234741.23615469548
533253210,180922.25682363228
527301280,145537.871524592
905478140,137606.9751657694
902204080,88492.35052946513
907201280,138085.74400200412
905476170,92802.7707104462
923228210,80936.56498441192
534226120,122949.93089841676
527301170,210275.99762572625
535453040,126940.73076819335
535150300,269006.35624035605
528363020,304966.69667346607
907265100,213459.735183749
910200060,136028.55340979944
532376160,137563.11111516439
908204180,67281.21873790972
909282130,141800.70235771532
528326110,288876.7133083026
534176230,155253.06959623707
527302210,216632.4300990248
526355170,301209.8212558655
535305180,144193.02547668817
905452150,135974.60537520406
902201090,133938.6672232941
527452190,140643.82111387388
908275280,141226.28529565458
527402210,125817.3949051041
921126010,290581.4657357927
905109130,276435.0240814868
535425070,179592.23191506436
905200290,172687.9600850602
533253060,151098.07862287926
