PID,Sale_Price
902102100,111803.03721541404
528166150,335546.4693110038
909101080,85065.99379799566
905475160,125785.39263548548
528222090,180705.05930449232
902206270,130365.83387965684
902106070,120106.78850852691
902106090,131447.9694636389
528431070,236770.64044090902
923228110,92765.76617446207
535457020,160032.41369069155
906380130,216287.6332831436
903226170,122468.45723305347
907227030,136342.69202198583
907285020,233350.34476335804
531450040,178079.32702725322
532376110,132194.613170219
909425270,176639.663576723
533253160,183801.48455010253
527163010,175920.16798393414
534477090,149723.74091720892
528250020,196683.01204876765
905452160,144994.7586545118
907196040,216008.21349319833
533210020,164094.98801183442
532478020,293079.60491911334
534278150,143087.66055769508
528188040,193879.72115452154
533213010,228658.35934200024
923204150,126708.89676567928
528221030,184774.98251727544
528221070,185433.270168397
535455060,116374.74311643698
914460110,218116.60591400135
531382070,253185.9120922858
909131125,122572.8888969677
533350120,279812.0683506365
923226320,90142.19947804105
909251170,157513.87632634284
535478090,113308.69843814078
908152260,150221.20273438498
535179160,135375.25076104153
534427140,154866.13581529376
908188120,147505.85111696058
906225180,205956.40017939062
903225040,135289.62539950424
533221040,174022.95221073768
902101010,112026.79226958817
528228405,214941.61331342897
911370530,281717.6427628712
902107030,123125.65423916667
909275030,152689.28094285642
909254050,190003.32381400064
902125020,111768.66083453801
535305160,98681.10264480434
534252040,138930.73775976858
903227090,117153.5480292717
535178120,133342.36390093254
528458060,197407.3236789034
902104060,87667.7164715621
902325050,150059.13356006186
528429110,251015.98842925165
902207220,299351.51896723587
535152200,140396.2904123608
907275010,234286.80999187555
910202060,115980.37076490263
527451020,116924.70344525922
534128100,155025.07928588425
924100020,165720.85226702903
535376090,124637.7378009368
528106070,322168.9326363554
908188130,145170.19400403273
907227300,128295.63914545123
907295100,210345.5513166171
916402015,187209.96325960394
535453080,153122.98124914223
908127120,111945.97158984664
527451290,93609.10870752657
902326030,214770.45415705084
528385050,250322.36210570668
534127260,168579.10297544778
527376110,186089.86993762423
531479020,79719.39840079592
907405020,216914.48740101105
908151050,143732.67648605
531363030,173552.286065683
905452110,126625.53857028844
527450030,110847.79774768413
902300040,120872.12242819658
527368020,202823.72075293452
907202100,122769.43022372262
902128170,111480.91587398987
909282020,244999.7095297566
911175360,112452.00813215949
535402010,184666.4590030355
535426350,148068.0808468358
527107010,182606.4774174518
902427140,93164.37702136341
905103070,125906.63345042233
905200280,184184.06873631722
909428180,200788.99736411555
923276250,188632.12595065762
528178090,362953.79537519
528106040,392064.3787103323
921128050,377347.32594378566
905200290,173189.38209300546
906475100,199758.65901318876
907200230,117070.81114827978
528118090,434399.04350120045
528106110,398441.45942654874
908201110,71005.94850246423
527364030,244839.63543702263
923205120,121193.81972631454
910226040,155816.1788458244
527301245,256507.57963057116
906394040,231137.31778029213
534152100,189312.5844995835
527108040,231423.2541477465
907410100,187386.59934482377
905227050,136792.60163011777
902325160,100296.4604576508
902205090,113003.79674213457
526302030,154476.29894574103
528142130,312241.81706440344
534201230,132997.37667741528
907262080,197319.16209736292
535403190,149413.47165973988
532479070,190434.98161954744
528366040,336648.36333243334
535305030,119828.06266739544
923226180,90112.4518126425
535377090,134138.06925775236
902327040,125236.59505842856
907414040,202812.06618770905
907227290,138607.18425090984
907192130,220509.75307058703
907425030,150546.261544412
905101330,108488.28601367098
527356020,337005.8528469251
906223040,223096.6417018671
534127190,242741.1493807264
905107240,184533.7079625139
528188120,166792.93942394972
903425245,158911.6562338273
916253320,190001.673154809
923400110,138035.1491118121
921201060,322153.20186514966
902301130,116220.7581490742
921128020,334797.2560294267
527455060,143729.57225104442
907251100,257859.95566232214
903451090,146782.54727864746
907250070,237930.51314292036
924152030,213995.50753912173
909282060,198005.10255131964
533130170,326902.02379752946
902401130,134882.98468374135
907290170,143822.578266183
903206120,178925.30266772257
528120130,371550.2878120788
902202090,133836.9335931457
528488100,193406.39866327323
527302020,194780.28354915365
535151020,140387.72230524867
535402070,145490.05869541335
528275160,257721.61444989798
535376010,96935.09960917574
527212030,453916.65897104953
906201130,275882.41991660953
528166060,389325.70860925753
533205110,229137.53662441912
902102060,148629.62706436508
902105010,107319.68068898581
906201030,173545.28532140143
535475010,148190.89686779262
